,scout,gato_mestre,minimo_para_valorizar,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome,foto
363,"{'CA': 4, 'DS': 28, 'FC': 25, 'FD': 2, 'FF': 5, 'FS': 18, 'FT': 1, 'G': 1, 'I': 1}","{'scouts': {'media': {'FS': 1.12, 'FT': 0.06, 'G': 0.06, 'I': 0.06, 'DS': 1.75, 'FC': 1.56, 'CA': 0.25, 'FF': 0.31, 'FD': 0.12}, 'mandante': {'FS': 8, 'G': 1, 'I': 1, 'DS': 16, 'FC': 15, 'CA': 3, 'FF': 2, 'FD': 1}, 'visitante': {'FS': 10, 'FT': 1, 'DS': 12, 'FC': 10, 'CA': 1, 'FF': 3, 'FD': 1}}, 'media_pontos_mandante': 2.9333333333333336, 'media_pontos_visitante': 3.1428571428571423, 'media_minutos_jogados': 75, 'minutos_jogados': 21}",2.48,16,100079,25,282,4,6,2.4,3.02,0.12,6.61,True,zaracho,Zaracho,Zaracho,Federico Mat°as Javier Zaracho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png
364,"{'DS': 2, 'FC': 1, 'FD': 1, 'FS': 3}","{'scouts': {'media': {'FS': 0.43, 'DS': 0.29, 'FC': 0.14, 'FD': 0.14}, 'mandante': {'FS': 3, 'DS': 2}, 'visitante': {'FC': 1, 'FD': 1}}, 'media_pontos_mandante': 0.9750000000000001, 'media_pontos_visitante': 0.3, 'media_minutos_jogados': 27, 'minutos_jogados': 12}",1.74,7,99588,25,283,5,6,1.7,0.69,0.33,2.22,True,paulo-vitor,Paulo Vitor,P. Vitor,Paulo Vitor Fernandes Pereira,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png
365,"{'A': 1, 'CA': 1, 'DS': 15, 'FC': 17, 'FD': 2, 'FF': 5, 'FS': 12, 'G': 1, 'I': 1}","{'scouts': {'media': {'FS': 0.75, 'A': 0.06, 'G': 0.06, 'I': 0.06, 'DS': 0.94, 'FC': 1.06, 'CA': 0.06, 'FF': 0.31, 'FD': 0.12}, 'mandante': {'FS': 7, 'A': 1, 'DS': 7, 'FC': 5, 'FF': 3, 'FD': 2}, 'visitante': {'FS': 5, 'G': 1, 'I': 1, 'DS': 8, 'FC': 12, 'CA': 1, 'FF': 2}}, 'media_pontos_mandante': 2.8857142857142857, 'media_pontos_visitante': 1.8888888888888888, 'media_minutos_jogados': 51, 'minutos_jogados': 55}",7.01,16,100084,25,282,4,2,8.2,2.33,1.1,6.0,True,igor-gomes,Igor Gomes,I. Gomes,Igor Silveira Gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png
366,"{'A': 1, 'CA': 5, 'DS': 20, 'FC': 24, 'FD': 9, 'FF': 11, 'FS': 70, 'G': 3, 'I': 7}","{'scouts': {'media': {'FS': 3.18, 'A': 0.05, 'G': 0.14, 'I': 0.32, 'DS': 0.91, 'FC': 1.09, 'CA': 0.23, 'FF': 0.5, 'FD': 0.41}, 'mandante': {'FS': 37, 'A': 1, 'G': 2, 'I': 2, 'DS': 12, 'FC': 13, 'CA': 4, 'FF': 4, 'FD': 2}, 'visitante': {'FS': 33, 'G': 1, 'I': 5, 'DS': 8, 'FC': 11, 'CA': 1, 'FF': 7, 'FD': 7}}, 'media_pontos_mandante': 5.139999999999999, 'media_pontos_visitante': 3.608333333333334, 'media_minutos_jogados': 73, 'minutos_jogados': 69}",1.39,21,101314,25,265,5,7,1.2,4.5,-1.44,6.97,True,ademir,Ademir,Ademir,Ademir da Silva Santos J£nior,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png
367,"{'CA': 2, 'DS': 3, 'FC': 5, 'FS': 5, 'I': 2}","{'scouts': {'media': {'FS': 1.67, 'I': 0.67, 'DS': 1, 'FC': 1.67, 'CA': 0.67}, 'mandante': {'DS': 2, 'FC': 1, 'CA': 1}, 'visitante': {'FS': 5, 'I': 2, 'DS': 1, 'FC': 4, 'CA': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 51, 'minutos_jogados': 26}",0.73,3,100333,25,327,5,6,0.0,0.8,0.0,2.94,False,paulinho-boia,Paulinho B¢ia,P. B¢ia,Paulo Henrique Pereira da Silva,https://s.sde.globo.com/media/person_role/2022/03/18/b74931f3c55e918ca03329b4d7b0c880_220x220.png
368,"{'A': 1, 'DS': 18, 'FC': 15, 'FF': 4, 'FS': 30, 'G': 1, 'I': 1}","{'scouts': {'media': {'FS': 3.75, 'A': 0.12, 'G': 0.12, 'I': 0.12, 'DS': 2.25, 'FC': 1.88, 'FF': 0.5}, 'mandante': {'FS': 20, 'A': 1, 'G': 1, 'I': 1, 'DS': 14, 'FC': 8, 'FF': 3}, 'visitante': {'FS': 10, 'DS': 4, 'FC': 7, 'FF': 1}}, 'media_pontos_mandante': 7.94, 'media_pontos_visitante': 2.8333333333333335, 'media_minutos_jogados': 85, 'minutos_jogados': 103}",1.62,8,101573,25,284,4,7,1.8,6.03,-0.27,6.66,True,pepe,Pepà,Pepà,JoÑo Pedro Vilardi Pinto,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png
369,"{'A': 1, 'CA': 2, 'DS': 13, 'FC': 7, 'FF': 5, 'FS': 25, 'I': 1}","{'scouts': {'media': {'FS': 2.78, 'A': 0.11, 'I': 0.11, 'DS': 1.44, 'FC': 0.78, 'CA': 0.22, 'FF': 0.56}, 'mandante': {'FS': 16, 'DS': 6, 'FC': 3, 'CA': 1, 'FF': 2}, 'visitante': {'FS': 9, 'A': 1, 'I': 1, 'DS': 7, 'FC': 4, 'CA': 1, 'FF': 3}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 88, 'minutos_jogados': 58}",1.0,9,101027,25,290,4,5,0.0,3.66,0.0,6.23,False,diego,Diego,Diego,Jackson Diego Ibrahim Fagundes,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png
370,{},"{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",,0,100034,25,294,3,6,0.0,0.0,0.0,3.0,False,mauricio-antonio,Maur°cio Antìnio,M. Antìnio,Maur°cio de Carvalho Antìnio,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_3KcuNY0.png
371,"{'CA': 1, 'DS': 10, 'FC': 6, 'FD': 5, 'FF': 5, 'FS': 2, 'G': 1, 'SG': 7}","{'scouts': {'media': {'SG': 0.78, 'FS': 0.22, 'G': 0.11, 'DS': 1.11, 'FC': 0.67, 'CA': 0.11, 'FF': 0.56, 'FD': 0.56}, 'mandante': {'SG': 3, 'DS': 2, 'FC': 1, 'FF': 2, 'FD': 1}, 'visitante': {'SG': 4, 'FS': 2, 'G': 1, 'DS': 8, 'FC': 5, 'CA': 1, 'FF': 3, 'FD': 4}}, 'media_pontos_mandante': 4.9750000000000005, 'media_pontos_visitante': 8.66, 'media_minutos_jogados': 58, 'minutos_jogados': 28}",5.94,9,100848,25,280,2,6,0.0,7.03,0.0,9.45,False,luan-candido,Luan CÉndido,L. CÉndido,Luan CÉndido de Almeida,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png
372,{'FF': 1},"{'scouts': {'media': {'FF': 1}, 'mandante': {'FF': 1}, 'visitante': {}}, 'media_pontos_mandante': 0.8, 'media_pontos_visitante': 0, 'media_minutos_jogados': 17, 'minutos_jogados': 17}",3.83,1,101106,25,277,5,7,0.0,0.8,0.0,5.5,False,morelos,Morelos,Morelos,Alfredo JosÇ Morelos AvilÇz,https://s.sde.globo.com/media/person_role/2023/09/04/photo_220x220_Xf4VMtT.png
373,"{'DS': 1, 'FC': 2, 'FS': 3}","{'scouts': {'media': {'FS': 1, 'DS': 0.33, 'FC': 0.67}, 'mandante': {'FS': 3, 'DS': 1, 'FC': 2}, 'visitante': {}}, 'media_pontos_mandante': 0.7000000000000001, 'media_pontos_visitante': 0, 'media_minutos_jogados': 26, 'minutos_jogados': 19}",0.85,3,100987,25,277,4,7,0.4,0.7,-0.26,3.29,True,nonato,Nonato,Nonato,Gustavo Nonato Santana,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_koUYCZt.png
374,"{'CA': 4, 'DS': 23, 'FC': 19, 'FD': 5, 'FF': 12, 'FS': 12, 'FT': 1, 'G': 1, 'I': 3}","{'scouts': {'media': {'FS': 0.8, 'FT': 0.07, 'G': 0.07, 'I': 0.2, 'DS': 1.53, 'FC': 1.27, 'CA': 0.27, 'FF': 0.8, 'FD': 0.33}, 'mandante': {'FS': 5, 'G': 1, 'DS': 10, 'FC': 12, 'CA': 2, 'FF': 7, 'FD': 2}, 'visitante': {'FS': 7, 'FT': 1, 'I': 3, 'DS': 13, 'FC': 7, 'CA': 2, 'FF': 5, 'FD': 3}}, 'media_pontos_mandante': 3.557142857142857, 'media_pontos_visitante': 3.1624999999999996, 'media_minutos_jogados': 61, 'minutos_jogados': 15}",1.37,15,101201,25,265,5,6,0.6,3.34,-0.19,9.52,True,vitor-jacare,Vitor JacarÇ,V. JacarÇ,Francisco V°tor Silva Costa,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png
375,"{'A': 1, 'CA': 3, 'DS': 14, 'FC': 9, 'FD': 1, 'FF': 4, 'FS': 9, 'G': 1}","{'scouts': {'media': {'FS': 0.53, 'A': 0.06, 'G': 0.06, 'DS': 0.82, 'FC': 0.53, 'CA': 0.18, 'FF': 0.24, 'FD': 0.06}, 'mandante': {'FS': 3, 'A': 1, 'DS': 11, 'FC': 7, 'CA': 2, 'FF': 3}, 'visitante': {'FS': 6, 'G': 1, 'DS': 3, 'FC': 2, 'CA': 1, 'FF': 1, 'FD': 1}}, 'media_pontos_mandante': 2, 'media_pontos_visitante': 1.875, 'media_minutos_jogados': 32, 'minutos_jogados': 77}",6.22,16,100969,25,1371,4,6,7.3,2.06,1.07,4.92,True,ronald-lopes,Ronald Lopes,R. Lopes,Ronald dos Santos Lopes,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png
376,"{'FC': 2, 'SG': 2}","{'scouts': {'media': {'SG': 1, 'FC': 1}, 'mandante': {'SG': 1}, 'visitante': {'SG': 1, 'FC': 2}}, 'media_pontos_mandante': 5, 'media_pontos_visitante': 4.4, 'media_minutos_jogados': 63, 'minutos_jogados': 32}",4.14,2,101727,25,262,2,6,5.0,4.7,0.16,5.37,True,matheuzinho,Matheuzinho,Matheuzinho,Matheus Franáa Silva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png
377,"{'A': 2, 'DS': 6, 'FC': 1, 'FD': 2, 'FF': 3, 'FS': 11, 'FT': 1, 'G': 1, 'I': 3}","{'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None}",3.08,12,101290,25,284,5,2,3.0,3.15,0.34,7.93,True,ferreira,Ferreira,Ferreira,Aldemir dos Santos Ferreira,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bBuY85e.png
378,"{'A': 2, 'CA': 7, 'DS': 14, 'FC': 29, 'FD': 13, 'FF': 22, 'FS': 34, 'G': 2, 'I': 3}","{'scouts': {'media': {'FS': 1.79, 'A': 0.11, 'G': 0.11, 'I': 0.16, 'DS': 0.74, 'FC': 1.53, 'CA': 0.37, 'FF': 1.16, 'FD': 0.68}, 'mandante': {'FS': 26, 'A': 1, 'G': 2, 'I': 2, 'DS': 7, 'FC': 19, 'CA': 3, 'FF': 13, 'FD': 10}, 'visitante': {'FS': 8, 'A': 1, 'I': 1, 'DS': 7, 'FC': 10, 'CA': 4, 'FF': 9, 'FD': 3}}, 'media_pontos_mandante': 5.589999999999999, 'media_pontos_visitante': 2.344444444444444, 'media_minutos_jogados': 75, 'minutos_jogados': 85}",3.88,19,101960,25,280,5,7,4.3,4.05,-0.99,7.18,True,vitinho,Vitinho,Vitinho,Vitor Hugo Naum dos Santos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png
379,"{'A': 3, 'CA': 1, 'DS': 18, 'FC': 10, 'FF': 2, 'FS': 15, 'FT': 1, 'G': 1, 'GC': 1, 'SG': 3}","{'scouts': {'media': {'SG': 0.2, 'FS': 1, 'A': 0.2, 'FT': 0.07, 'G': 0.07, 'DS': 1.2, 'FC': 0.67, 'GC': 0.07, 'CA': 0.07, 'FF': 0.13}, 'mandante': {'SG': 1, 'FS': 5, 'DS': 5, 'FC': 5, 'GC': 1, 'CA': 1}, 'visitante': {'SG': 2, 'FS': 10, 'A': 3, 'FT': 1, 'G': 1, 'DS': 13, 'FC': 5, 'FF': 2}}, 'media_pontos_mandante': 1.3333333333333333, 'media_pontos_visitante': 6.300000000000001, 'media_minutos_jogados': 72, 'minutos_jogados': 91}",10.99,15,101319,25,266,2,6,0.0,4.31,0.0,9.56,False,guga,Guga,Guga,Cl†udio Rodrigues Gomes,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png
380,"{'A': 1, 'CA': 7, 'CV': 1, 'DS': 25, 'FC': 30, 'FD': 3, 'FF': 9, 'FS': 19, 'I': 2, 'SG': 8}","{'scouts': {'media': {'SG': 0.38, 'FS': 0.9, 'A': 0.05, 'I': 0.1, 'DS': 1.19, 'FC': 1.43, 'CA': 0.33, 'CV': 0.05, 'FF': 0.43, 'FD': 0.14}, 'mandante': {'SG': 5, 'FS': 10, 'A': 1, 'DS': 10, 'FC': 19, 'CA': 3, 'CV': 1, 'FF': 7, 'FD': 2}, 'visitante': {'SG': 3, 'FS': 9, 'I': 2, 'DS': 15, 'FC': 11, 'CA': 4, 'FF': 2, 'FD': 1}}, 'media_pontos_mandante': 4.33, 'media_pontos_visitante': 2.9818181818181815, 'media_minutos_jogados': 102, 'minutos_jogados': 103}",1.19,21,101995,25,356,3,7,0.0,3.62,0.0,8.28,False,britez,Br°tez,Br°tez,Emanuel Ferm°n Br°tez,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png
381,"{'CA': 3, 'FC': 7, 'FD': 1, 'FF': 1, 'FS': 8, 'FT': 1, 'G': 1, 'I': 3}","{'scouts': {'media': {'FS': 0.89, 'FT': 0.11, 'G': 0.11, 'I': 0.33, 'FC': 0.78, 'CA': 0.33, 'FF': 0.11, 'FD': 0.11}, 'mandante': {'FS': 4, 'FT': 1, 'G': 1, 'FC': 3, 'CA': 1}, 'visitante': {'FS': 4, 'I': 3, 'FC': 4, 'CA': 2, 'FF': 1, 'FD': 1}}, 'media_pontos_mandante': 2.7749999999999995, 'media_pontos_visitante': 0.09999999999999999, 'media_minutos_jogados': 36, 'minutos_jogados': 52}",0.2,9,101715,25,280,5,6,0.0,1.29,0.0,3.01,False,alerrandro,Alerrandro,Alerrandro,Alerrandro Barra Mansa Realino de Souza,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png
382,"{'A': 3, 'CA': 5, 'DS': 33, 'FC': 11, 'FD': 1, 'FF': 5, 'FS': 17, 'GC': 1, 'I': 2, 'SG': 8}","{'scouts': {'media': {'SG': 0.47, 'FS': 1, 'A': 0.18, 'I': 0.12, 'DS': 1.94, 'FC': 0.65, 'GC': 0.06, 'CA': 0.29, 'FF': 0.29, 'FD': 0.06}, 'mandante': {'SG': 2, 'FS': 9, 'A': 1, 'DS': 12, 'FC': 4, 'GC': 1, 'CA': 3, 'FF': 5, 'FD': 1}, 'visitante': {'SG': 6, 'FS': 8, 'A': 2, 'I': 2, 'DS': 21, 'FC': 7, 'CA': 2}}, 'media_pontos_mandante': 3.9875000000000003, 'media_pontos_visitante': 7.21111111111111, 'media_minutos_jogados': 96, 'minutos_jogados': 105}",4.17,17,102130,25,275,2,7,0.0,5.7,0.0,10.55,False,piquerez,Piquerez,Piquerez,Joaqu°n Piquerez Moreira,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png
383,"{'CA': 5, 'CV': 2, 'DS': 23, 'FC': 18, 'FF': 5, 'FS': 6, 'G': 3, 'I': 2, 'PC': 1, 'SG': 7}","{'scouts': {'media': {'SG': 0.35, 'FS': 0.3, 'G': 0.15, 'I': 0.1, 'DS': 1.15, 'FC': 0.9, 'CA': 0.25, 'CV': 0.1, 'FF': 0.25, 'PC': 0.05}, 'mandante': {'SG': 4, 'FS': 4, 'G': 1, 'I': 1, 'DS': 6, 'FC': 8, 'CA': 3, 'CV': 2, 'FF': 2}, 'visitante': {'SG': 3, 'FS': 2, 'G': 2, 'I': 1, 'DS': 17, 'FC': 10, 'CA': 2, 'FF': 3, 'PC': 1}}, 'media_pontos_mandante': 2.73, 'media_pontos_visitante': 4.87, 'media_minutos_jogados': 101, 'minutos_jogados': 102}",7.8,20,102253,25,290,3,7,9.3,3.81,0.84,7.15,True,lucas-halter,Lucas Halter,L. Halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png
384,"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 1, 'I': 1}","{'scouts': {'media': {'FS': 0.25, 'I': 0.25, 'FC': 0.25, 'FF': 0.25, 'FD': 0.25}, 'mandante': {'FS': 1, 'FC': 1, 'FF': 1, 'FD': 1}, 'visitante': {'I': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 33, 'minutos_jogados': 53}",1.81,4,101684,25,290,5,6,0.0,0.53,0.0,1.55,False,philippe-costa,Philippe Costa,P. Costa,Philippe Almeida Costa,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png
385,"{'DS': 7, 'FC': 6, 'FD': 1, 'FF': 2, 'FS': 2, 'SG': 1}","{'scouts': {'media': {'SG': 0.17, 'FS': 0.33, 'DS': 1.17, 'FC': 1, 'FF': 0.33, 'FD': 0.17}, 'mandante': {'SG': 1, 'FS': 2, 'DS': 6, 'FC': 3, 'FF': 1}, 'visitante': {'DS': 1, 'FC': 3, 'FF': 1, 'FD': 1}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 69, 'minutos_jogados': 36}",4.82,6,101720,25,267,3,6,0.0,2.57,0.0,3.43,False,miranda,Miranda,Miranda,Matheus dos Santos Miranda,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png
386,"{'A': 1, 'CA': 3, 'DS': 37, 'FC': 18, 'FD': 1, 'FF': 4, 'FS': 12}","{'scouts': {'media': {'FS': 0.6, 'A': 0.05, 'DS': 1.85, 'FC': 0.9, 'CA': 0.15, 'FF': 0.2, 'FD': 0.05}, 'mandante': {'FS': 4, 'DS': 12, 'FC': 4, 'FF': 1, 'FD': 1}, 'visitante': {'FS': 8, 'A': 1, 'DS': 25, 'FC': 14, 'CA': 3, 'FF': 3}}, 'media_pontos_mandante': 2.15, 'media_pontos_visitante': 2.8499999999999996, 'media_minutos_jogados': 57, 'minutos_jogados': 18}",0.62,20,101594,25,293,4,2,0.0,2.57,-0.78,6.13,True,hugo-moura,Hugo Moura,H. Moura,Hugo Moura Arruda da Silva,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png
387,"{'CA': 5, 'DS': 14, 'FC': 14, 'FS': 3}","{'scouts': {'media': {'FS': 0.23, 'DS': 1.08, 'FC': 1.08, 'CA': 0.38}, 'mandante': {'FS': 2, 'DS': 6, 'FC': 7, 'CA': 2}, 'visitante': {'FS': 1, 'DS': 8, 'FC': 7, 'CA': 3}}, 'media_pontos_mandante': 0.8200000000000001, 'media_pontos_visitante': 0.625, 'media_minutos_jogados': 36, 'minutos_jogados': 55}",2.98,13,107809,25,285,4,6,0.0,0.7,0.0,2.35,False,matheus-dias,Matheus Dias,M. Dias,Matheus dos Santos Dias,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png
388,"{'CA': 1, 'DS': 9, 'FC': 4, 'FD': 1, 'FS': 5}","{'scouts': {'media': {'FS': 0.83, 'DS': 1.5, 'FC': 0.67, 'CA': 0.17, 'FD': 0.17}, 'mandante': {'FS': 2, 'DS': 3, 'FC': 3, 'CA': 1, 'FD': 1}, 'visitante': {'FS': 3, 'DS': 6, 'FC': 1}}, 'media_pontos_mandante': 1.2999999999999998, 'media_pontos_visitante': 2.8000000000000003, 'media_minutos_jogados': 87, 'minutos_jogados': 100}",4.53,6,101600,25,277,3,5,0.0,2.05,0.0,2.93,False,alex,Alex,Alex,Alex de Oliveira Nascimento,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png
389,"{'CA': 5, 'DS': 19, 'FC': 14, 'FF': 1, 'FS': 15, 'I': 3, 'SG': 3}","{'scouts': {'media': {'SG': 0.2, 'FS': 1, 'I': 0.2, 'DS': 1.27, 'FC': 0.93, 'CA': 0.33, 'FF': 0.07}, 'mandante': {'SG': 3, 'FS': 6, 'I': 1, 'DS': 12, 'FC': 7, 'CA': 1}, 'visitante': {'FS': 9, 'I': 2, 'DS': 7, 'FC': 7, 'CA': 4, 'FF': 1}}, 'media_pontos_mandante': 4.866666666666667, 'media_pontos_visitante': 0.8222222222222224, 'media_minutos_jogados': 81, 'minutos_jogados': 63}",0.13,15,101579,25,267,3,6,0.0,2.44,0.0,3.45,False,robson-bambu,Robson Bambu,R. Bambu,Robson Alves de Barros,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png
390,{'DS': 2},"{'scouts': {'media': {'DS': 2}, 'mandante': {}, 'visitante': {'DS': 2}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 105, 'minutos_jogados': 105}",7.93,1,101708,25,277,2,5,0.0,2.4,0.0,6.06,False,felipe-jonatan,Felipe Jonatan,F. Jonatan,Felipe Jonatan Rocha Andrade,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png
391,"{'CA': 1, 'DS': 10, 'FC': 11, 'FF': 2, 'FS': 2, 'G': 2, 'SG': 1}","{'scouts': {'media': {'SG': 0.14, 'FS': 0.29, 'G': 0.29, 'DS': 1.43, 'FC': 1.57, 'CA': 0.14, 'FF': 0.29}, 'mandante': {'FS': 1, 'G': 1, 'DS': 1, 'FC': 3, 'FF': 1}, 'visitante': {'SG': 1, 'FS': 1, 'G': 1, 'DS': 9, 'FC': 8, 'CA': 1, 'FF': 1}}, 'media_pontos_mandante': 3.2000000000000006, 'media_pontos_visitante': 5.425, 'media_minutos_jogados': 98, 'minutos_jogados': 100}",-0.38,7,102340,25,293,3,7,-0.7,4.47,-0.37,4.39,True,caca,Cac†,Cac†,Carlos de Menezes J£nior,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png
392,"{'A': 2, 'CA': 2, 'DS': 15, 'FC': 13, 'FD': 10, 'FF': 8, 'FS': 22, 'FT': 1, 'PC': 1, 'SG': 4}","{'scouts': {'media': {'SG': 0.22, 'FS': 1.22, 'A': 0.11, 'FT': 0.06, 'DS': 0.83, 'FC': 0.72, 'CA': 0.11, 'FF': 0.44, 'FD': 0.56, 'PC': 0.06}, 'mandante': {'SG': 3, 'FS': 10, 'DS': 8, 'FC': 5, 'CA': 1, 'FF': 4, 'FD': 8}, 'visitante': {'SG': 1, 'FS': 12, 'A': 2, 'FT': 1, 'DS': 7, 'FC': 8, 'CA': 1, 'FF': 4, 'FD': 2, 'PC': 1}}, 'media_pontos_mandante': 3.9899999999999998, 'media_pontos_visitante': 4.2, 'media_minutos_jogados': 83, 'minutos_jogados': 84}",3.0,18,102318,25,276,2,7,2.9,4.08,-0.09,9.02,True,caio-paulista,Caio Paulista,C. Paulista,Caio Fernando de Oliveira,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png
393,"{'CA': 1, 'CV': 1, 'DS': 4, 'FC': 8, 'FD': 4, 'FF': 10, 'FS': 7, 'G': 4, 'I': 2}","{'scouts': {'media': {'FS': 0.64, 'G': 0.36, 'I': 0.18, 'DS': 0.36, 'FC': 0.73, 'CA': 0.09, 'CV': 0.09, 'FF': 0.91, 'FD': 0.36}, 'mandante': {'FS': 2, 'G': 1, 'DS': 2, 'FC': 2, 'CV': 1, 'FF': 2, 'FD': 3}, 'visitante': {'FS': 5, 'G': 3, 'I': 2, 'DS': 2, 'FC': 6, 'CA': 1, 'FF': 8, 'FD': 1}}, 'media_pontos_mandante': 3.25, 'media_pontos_visitante': 4.785714285714286, 'media_minutos_jogados': 75, 'minutos_jogados': 102}",3.2,11,102561,25,327,5,7,3.8,4.23,0.19,4.8,True,mastriani,Mastriani,Mastriani,Gonzalo Math°as Mastriani Borges,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png
394,"{'DE': 1, 'SG': 1}","{'scouts': {'media': {'SG': 1, 'DE': 1}, 'mandante': {'SG': 1, 'DE': 1}, 'visitante': {}}, 'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 99, 'minutos_jogados': 99}",3.37,1,102906,25,283,1,6,0.0,6.0,0.0,3.24,False,anderson,Anderson,Anderson,Anderson Silva da PaixÑo,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png
395,"{'CA': 3, 'DS': 15, 'FC': 13, 'FD': 8, 'FF': 10, 'FS': 9, 'G': 2, 'I': 2}","{'scouts': {'media': {'FS': 0.69, 'G': 0.15, 'I': 0.15, 'DS': 1.15, 'FC': 1, 'CA': 0.23, 'FF': 0.77, 'FD': 0.62}, 'mandante': {'FS': 7, 'G': 2, 'I': 1, 'DS': 13, 'FC': 11, 'CA': 3, 'FF': 6, 'FD': 5}, 'visitante': {'FS': 2, 'I': 1, 'DS': 2, 'FC': 2, 'FF': 4, 'FD': 3}}, 'media_pontos_mandante': 4.9375, 'media_pontos_visitante': 1.9, 'media_minutos_jogados': 59, 'minutos_jogados': 66}",1.71,13,102598,25,280,5,2,1.7,3.76,-0.15,5.5,True,helinho,Helinho,Helinho,HÇlio J£nio Nunes de Castro,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png
396,"{'CA': 1, 'DS': 14, 'FC': 14, 'FF': 6, 'FS': 11, 'FT': 1, 'I': 1}","{'scouts': {'media': {'FS': 0.92, 'FT': 0.08, 'I': 0.08, 'DS': 1.17, 'FC': 1.17, 'CA': 0.08, 'FF': 0.5}, 'mandante': {'FS': 3, 'DS': 8, 'FC': 5, 'FF': 2}, 'visitante': {'FS': 8, 'FT': 1, 'I': 1, 'DS': 6, 'FC': 9, 'CA': 1, 'FF': 4}}, 'media_pontos_mandante': 1.866666666666667, 'media_pontos_visitante': 2.2666666666666666, 'media_minutos_jogados': 79, 'minutos_jogados': 78}",1.92,12,102096,25,290,5,7,1.9,2.06,0.16,4.0,True,anderson-oliveira,Anderson Oliveira,A. Oliveira,Anderson de Oliveira da Silva,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png
